tick,aep_active,aep_hyperactive,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory,condition
156.0,17.933333333333334,32.06666666666667,276.1333333333333,281.6,2.6666666666666665,1.6,38.8,4834491.8,1471.2,45.0,5.0,223.0,6.0,71.0,122.46666666666667,5.066666666666666,117.46666666666667,3.4,63.06666666666667,60.266666666666666,mixed
157.0,17.933333333333334,32.06666666666667,276.8,281.73333333333335,2.933333333333333,1.7333333333333334,39.333333333333336,4572289.866666666,1400.8666666666666,44.733333333333334,5.266666666666667,216.26666666666668,12.6,71.13333333333334,121.86666666666666,6.666666666666667,119.53333333333333,4.4,65.46666666666667,63.13333333333333,mixed
158.0,17.933333333333334,32.06666666666667,277.46666666666664,283.73333333333335,2.933333333333333,1.8,39.333333333333336,4173000.8666666667,1306.7333333333333,45.0,5.0,209.66666666666666,15.666666666666666,74.66666666666667,128.86666666666667,6.733333333333333,126.66666666666667,4.6,68.06666666666666,65.53333333333333,mixed
159.0,17.933333333333334,32.06666666666667,278.8,284.53333333333336,2.933333333333333,1.8,39.86666666666667,3888976.066666667,1278.8666666666666,44.86666666666667,5.133333333333334,208.06666666666666,15.2,76.73333333333333,134.93333333333334,6.933333333333334,133.86666666666667,4.733333333333333,70.46666666666667,68.26666666666667,mixed
160.0,17.933333333333334,32.06666666666667,280.1333333333333,285.73333333333335,2.933333333333333,1.8,39.86666666666667,3764151.2,1277.0666666666666,44.4,5.6,206.4,13.666666666666666,79.93333333333334,141.8,7.0,139.8,4.8,72.86666666666666,71.46666666666667,mixed
161.0,17.933333333333334,32.06666666666667,280.0,285.6666666666667,3.2666666666666666,2.0,40.4,3532049.6,1243.9333333333334,44.06666666666667,5.933333333333334,205.2,10.866666666666667,83.93333333333334,145.86666666666667,7.2,144.4,4.933333333333334,76.0,74.26666666666667,mixed
162.0,17.933333333333334,32.06666666666667,280.46666666666664,287.0,3.3333333333333335,2.0,40.4,3227150.4,1242.6666666666667,44.2,5.8,204.66666666666666,10.4,84.93333333333334,144.33333333333334,8.333333333333334,144.86666666666667,6.0,78.8,77.26666666666667,mixed
163.0,17.933333333333334,32.06666666666667,281.93333333333334,288.06666666666666,3.3333333333333335,1.9333333333333333,41.06666666666667,2984801.0,1275.6,44.4,5.6,203.6,9.866666666666667,86.53333333333333,149.2,8.266666666666667,149.53333333333333,6.133333333333334,81.8,79.86666666666666,mixed
164.0,17.933333333333334,32.06666666666667,283.0,289.93333333333334,3.466666666666667,1.9333333333333333,41.06666666666667,2751407.3333333335,1310.4,44.2,5.8,203.2,8.4,88.4,152.06666666666666,8.533333333333333,152.86666666666667,6.2,84.33333333333333,83.13333333333334,mixed
165.0,17.8,32.2,284.46666666666664,290.73333333333335,3.4,1.8666666666666667,41.333333333333336,2539341.2666666666,1332.1333333333334,44.333333333333336,5.666666666666667,202.93333333333334,7.2,89.86666666666666,153.93333333333334,8.933333333333334,155.53333333333333,6.466666666666667,87.4,85.73333333333333,mixed
